sample_name,taxon_lineage,url
MGYG000001179,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900759565,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001179/downloads/MGYG000001179.gff
MGYG000001180,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp001701195,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001180/downloads/MGYG000001180.gff
MGYG000001181,d__Bacteria;p__Firmicutes_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UMGS1590;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001181/downloads/MGYG000001181.gff
MGYG000001182,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000435535,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001182/downloads/MGYG000001182.gff
MGYG000001183,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__UMGS1441;s__UMGS1441 sp900551755,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001183/downloads/MGYG000001183.gff
MGYG000001184,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA7057;s__UBA7057 sp900542735,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001184/downloads/MGYG000001184.gff
MGYG000001185,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900554565,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001185/downloads/MGYG000001185.gff
MGYG000001186,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp900547695,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001186/downloads/MGYG000001186.gff
MGYG000001187,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1472;s__UMGS1472 sp900552095,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001187/downloads/MGYG000001187.gff
MGYG000001188,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541745,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001188/downloads/MGYG000001188.gff
MGYG000001189,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001189/downloads/MGYG000001189.gff
MGYG000001190,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900759435,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001190/downloads/MGYG000001190.gff
MGYG000001191,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UMGS973;s__UMGS973 sp900547295,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001191/downloads/MGYG000001191.gff
MGYG000001192,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900549865,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001192/downloads/MGYG000001192.gff
MGYG000001193,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA4285;s__UBA4285 sp900545225,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001193/downloads/MGYG000001193.gff
MGYG000001194,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__QAMH01;s__QAMH01 sp003149935,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001194/downloads/MGYG000001194.gff
MGYG000001195,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1994;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001195/downloads/MGYG000001195.gff
MGYG000001196,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001196/downloads/MGYG000001196.gff
MGYG000001197,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001197/downloads/MGYG000001197.gff
MGYG000001198,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp900551155,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001198/downloads/MGYG000001198.gff
MGYG000001199,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900541255,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001199/downloads/MGYG000001199.gff
MGYG000001200,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900549025,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001200/downloads/MGYG000001200.gff
MGYG000001201,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-451;s__CAG-451 sp900758495,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001201/downloads/MGYG000001201.gff
MGYG000001202,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D sp900539095,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001202/downloads/MGYG000001202.gff
MGYG000001203,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900556415,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001203/downloads/MGYG000001203.gff
MGYG000001204,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK3B98;s__NK3B98 sp900758315,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001204/downloads/MGYG000001204.gff
MGYG000001205,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001205/downloads/MGYG000001205.gff
MGYG000001206,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1491;s__UMGS1491 sp900554775,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001206/downloads/MGYG000001206.gff
MGYG000001208,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_C;s__Enterococcus_C dispar,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001208/downloads/MGYG000001208.gff
MGYG000001209,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas uenonis_A,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001209/downloads/MGYG000001209.gff
MGYG000001210,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter sp900553885,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001210/downloads/MGYG000001210.gff
MGYG000001211,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas sp900548415,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001211/downloads/MGYG000001211.gff
MGYG000001212,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp900759575,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001212/downloads/MGYG000001212.gff
MGYG000001213,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella sp900544655,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001213/downloads/MGYG000001213.gff
MGYG000001214,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella rimae,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001214/downloads/MGYG000001214.gff
MGYG000001215,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900759045,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001215/downloads/MGYG000001215.gff
MGYG000001216,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__CAG-354 sp900759015,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001216/downloads/MGYG000001216.gff
MGYG000001217,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__Firm-10;s__Firm-10 sp004552515,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001217/downloads/MGYG000001217.gff
MGYG000001218,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__RUG11247;s__RUG11247 sp902767315,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001218/downloads/MGYG000001218.gff
MGYG000001219,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-56;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001219/downloads/MGYG000001219.gff
MGYG000001220,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1820;s__UMGS1820 sp900555375,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001220/downloads/MGYG000001220.gff
MGYG000001221,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001221/downloads/MGYG000001221.gff
MGYG000001222,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__UMGS1326;s__UMGS1326 sp900550775,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001222/downloads/MGYG000001222.gff
MGYG000001223,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900758845,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001223/downloads/MGYG000001223.gff
MGYG000001224,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900547615,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001224/downloads/MGYG000001224.gff
MGYG000001225,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp004556345,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001225/downloads/MGYG000001225.gff
MGYG000001226,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13006;s__HGM13006 sp900757695,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001226/downloads/MGYG000001226.gff
MGYG000001227,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541745,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001227/downloads/MGYG000001227.gff
MGYG000001228,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900551495,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001228/downloads/MGYG000001228.gff
MGYG000001230,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp900542875,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001230/downloads/MGYG000001230.gff
MGYG000001231,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__QAMH01;g__CACZQA01;s__CACZQA01 sp900758075,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001231/downloads/MGYG000001231.gff
MGYG000001232,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter sp900550335,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001232/downloads/MGYG000001232.gff
MGYG000001233,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001233/downloads/MGYG000001233.gff
MGYG000001234,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus sp900759325,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001234/downloads/MGYG000001234.gff
MGYG000001236,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella bouchesdurhonensis,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001236/downloads/MGYG000001236.gff
MGYG000001237,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UMGS1600;s__UMGS1600 sp900553295,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001237/downloads/MGYG000001237.gff
MGYG000001238,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia sp900758955,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001238/downloads/MGYG000001238.gff
MGYG000001239,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-776;s__CAG-776 sp900758895,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001239/downloads/MGYG000001239.gff
MGYG000001240,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900557405,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001240/downloads/MGYG000001240.gff
MGYG000001241,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900758885,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001241/downloads/MGYG000001241.gff
MGYG000001242,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001242/downloads/MGYG000001242.gff
MGYG000001243,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA1777;s__UBA1777 sp900754515,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001243/downloads/MGYG000001243.gff
MGYG000001244,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp900549055,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001244/downloads/MGYG000001244.gff
MGYG000001246,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900541315,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001246/downloads/MGYG000001246.gff
MGYG000001247,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__UMGS1370 sp900542035,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001247/downloads/MGYG000001247.gff
MGYG000001248,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp900543165,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001248/downloads/MGYG000001248.gff
MGYG000001249,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella provencensis,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001249/downloads/MGYG000001249.gff
MGYG000001250,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900759225,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001250/downloads/MGYG000001250.gff
MGYG000001251,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__Lachnoclostridium_A sp002160755,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001251/downloads/MGYG000001251.gff
MGYG000001252,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catenibacillus;s__Catenibacillus sp900557175,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001252/downloads/MGYG000001252.gff
MGYG000001253,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp001689535,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001253/downloads/MGYG000001253.gff
MGYG000001254,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp900759665,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001254/downloads/MGYG000001254.gff
MGYG000001255,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_F,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001255/downloads/MGYG000001255.gff
MGYG000001256,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__CAG-354 sp001915925,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001256/downloads/MGYG000001256.gff
MGYG000001257,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Massiliomicrobiota;s__Massiliomicrobiota sp002160865,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001257/downloads/MGYG000001257.gff
MGYG000001258,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia sp902373285,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001258/downloads/MGYG000001258.gff
MGYG000001259,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__Succiniclasticum sp900316935,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001259/downloads/MGYG000001259.gff
MGYG000001260,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter johnsonii,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001260/downloads/MGYG000001260.gff
MGYG000001261,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter sp903900155,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001261/downloads/MGYG000001261.gff
MGYG000001262,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas ginsenosidimutans,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001262/downloads/MGYG000001262.gff
MGYG000001263,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__Acidovorax sp000302535,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001263/downloads/MGYG000001263.gff
MGYG000001264,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__Acidovorax temperans,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001264/downloads/MGYG000001264.gff
MGYG000001265,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium;s__Methylobacterium sp002778835,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001265/downloads/MGYG000001265.gff
MGYG000001266,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Atlantibacter;s__Atlantibacter hermannii,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001266/downloads/MGYG000001266.gff
MGYG000001267,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp902373375,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001267/downloads/MGYG000001267.gff
MGYG000001268,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa_B,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001268/downloads/MGYG000001268.gff
MGYG000001269,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001269/downloads/MGYG000001269.gff
MGYG000001270,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp902373425,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001270/downloads/MGYG000001270.gff
MGYG000001271,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__UBA644;s__UBA644 sp002299265,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001271/downloads/MGYG000001271.gff
MGYG000001272,d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__UMGS775;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001272/downloads/MGYG000001272.gff
MGYG000001273,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp902373435,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001273/downloads/MGYG000001273.gff
MGYG000001274,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp902373455,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001274/downloads/MGYG000001274.gff
MGYG000001275,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp900321585,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001275/downloads/MGYG000001275.gff
MGYG000001276,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium limosum,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001276/downloads/MGYG000001276.gff
MGYG000001277,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila sp902373525,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001277/downloads/MGYG000001277.gff
MGYG000001278,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__DNF00809;s__DNF00809 sp001552935,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001278/downloads/MGYG000001278.gff
MGYG000001279,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E fulva,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001279/downloads/MGYG000001279.gff
MGYG000001280,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Fastidiosipilaceae;g__KA00274;s__KA00274 sp902373515,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001280/downloads/MGYG000001280.gff
MGYG000001281,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__28L;s__28L sp000177555,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001281/downloads/MGYG000001281.gff
MGYG000001283,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia wiggsiae,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001283/downloads/MGYG000001283.gff
MGYG000001284,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001284/downloads/MGYG000001284.gff
MGYG000001285,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp902373545,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001285/downloads/MGYG000001285.gff
MGYG000001286,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UMGS1872;s__UMGS1872 sp902373635,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001286/downloads/MGYG000001286.gff
MGYG000001287,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium vaginale_G,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001287/downloads/MGYG000001287.gff
MGYG000001288,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella dispar,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001288/downloads/MGYG000001288.gff
MGYG000001289,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp900543065,https://www.ebi.ac.uk/metagenomics/api/v1/genomes/MGYG000001289/downloads/MGYG000001289.gff
